ས་སྐྱ་མཐོ་སློབ།,http://sakyacollege.org/,,
,,,
W1ERI0016001 བཤད་གྲྭ།,,,
,སྔོན་འགྲོ་འཛིན་གྲྭའི་བསླབ་གཞི།,,
,,རྩ་བའི་སློབ་ཚན།,
,,,W22787 སུམ་རྟགས་ཀྱི་རྣམ་བཤད་མཁས་པའི་མགུལ་རྒྱན་མུ་ཏིག་ཕྲེང་མཛེས།
,,,W22334_0054 གས་བཤད་ལྗོན་དབང་།
,,,W22334_0056 དཀའ་གནད་གསལ་བའི་མེ་ལོང་།
,,,"W20548_0478 སུམ་རྟགས་ཀྱི་རྩ་བ། "
,,,"W20751_0080 སྡེབ་སྦྱོར་རིན་ཆེན་རྒྱ་མཚོ། "
,,,"W29984_0014 སྡེབ་སྦྱོར་རིན་ཆེན་རྒྱ་མཚོ་བསྡུས་པ། "
,,,"W29032_0009 དག་ཡིག་ངག་སྒྲོན། "
,,,"W11902 རྒྱལ་རབ་གསལ་བའི་མེ་ལོང་། "
,,,"W21807_0503 གསང་སྔགས་གསར་རྙིང་གི་གདན་རབས། "
,,ཡན་ལག་གི་སློབ་ཚན།,
,,,W20489 སྙག་ངག་མེ་ལོང་མའི་ལེའུ་གཉིས་པ།
,,,W22938 ཚད་མའི་རྟགས་རིགས་ཀྱི་སྐོར་གཏན་ལ་འབེབས་པར་བྱེད་པ་སྡེ་བདུན་སྒོ་བརྒྱ་འབྱེད་པའི་འཕྲུལ་གྱི་ལྡེའུ་མིག་ཅེས་བྱ་བ།
,,,W3CN6403 བཤེས་པའི་སྤྲིངས་ཡིག
,,,W29670 འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པ།
,,"ཟུར་ལྟའི་ཡིག་ཆ། ",
,,,W22271_0287 ཡི་གེ་སྦྱོར་བ།
,,,W00EGS1017151_0090 བྱིས་པ་བདེ་བླག་ཏུ་འཇུག་པའི་སྒོ།
,,,W22271_0286 བྱིས་པ་བདེ་བླག་ཏུ་འཇུག་པའི་རྣམ་བཤད།
,,,W20751_0080 དག་པར་བྱེད་པའི་སྡེབ་སྦྱོར་རིན་ཆེན་རྒྱ་མཚོ།
,,,W20424 སྨྲ་སྒོ་ཚོན་ཆ།
,,,W00KG01660_0419 ཚད་མ་རིག་གཏེར་གྱི་འགྲེལ་པའི་རྣམ་བཤད་རིགས་ལམ་གསལ་བའི་ཉི་མ་
,,,རྟགས་རིགས་དང་བློ་རིགས་བློ་གྲོས་སྒོ་འབྱེད་ཅེས་བྱ་བ།
,,,W453 བཤེས་པའི་སྤྲིང་ཡིག་གི་འགྲེལ་པ་དོན་གསལ།
,,,W23944 བཤེས་པའི་སྤྲིངས་ཡིག་གི་རྣམ་བཤད་ཐར་ལམ་བདེ་བའི་ཐེམ་སྐས།
,,,W23702_3881 དགེ་སྦྱོང་གི་ཀཱ་རི་ཀཱ་ལྔ་བཅུ་པ་མདོ་ཙམ་དུ་བཤད་པ།
,,,"W1KG24776 སི་ཏུའི་ཞལ་ལུང་། "
,,,"W3CN3372 ཐོན་མིའི་ཞལ་ལུང་། "
,,,"W3CN3375 པྲ་ཏིའི་སུམ་རྟགས། "
,,,"W24181 དག་ཡིག་ངག་སྒྲོན་གྱི་འགྲེལ་བ། "
,,,"W20566 ཚངས་སྲས་བཞེད་པའི་སྒྲ་དབྱངས། "
,,,"སྙན་གི་སྤྱི་དོན། "
,,,"W1KG25092 མངོན་བརྗོད་རྒྱ་མཚོའི་ཆུ་ཐིགས་རྩ་འགྲེལ། "
,,,"W1KG1592 ས་ལེགས་ཀྱི་དོན་འགྲེལ་བློ་གསལ་བུང་བའི་བསྟི་གནས། "
,,,"W28950 བོད་ཀྱི་ལོ་རྒྱུ་གླེང་བའི་གཏམ། "
,,,"W10247 བསྟན་རྩིས་གསལ་བའི་ཉིན་བྱེད། "
,,,"W7499 ཆོས་འབྱུང་མཁས་པའི་དགའ་སྟོན། "
,འཛིན་གྲྭ་དང་པོའི་བསླབ་གཞི།,,
,,རྩ་བའི་སློབ་ཚན།,
,,,W21971 བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།
,,,W22704_3377 བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།
,,ཡན་ལག་གི་སློབ་ཚན།,
,,,"W22938 ཚད་མའི་རྟགས་རིགས་ཀྱི་སྐོ་གཏན་ལ་འབེབས་པར་བྱེད་པ་སྡེ་བདུན་སྒོ་བརྒྱ་འབྱེད་པའི་འཕྲུལ་གྱི་ལྡེའུ་མིག་ཅེས་བྱ་བ། "
,,,W3CN6403 བཤེས་པའི་སྤྲིངས་ཡིག
,,,W29670 འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པ།
,,"ཟུར་ལྟའི་ཡིག་ཆ། ",
,,,W23697 བྱང་ཆུབ་སེམས་པའི་སྤྱོད་པ་ལ་འཇུག་པའི་ཟིན་བྲིས་འཇམ་དཔལ་ཞལ་ལུང་།
,,,W22248 བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་རྣམ་པར་བཤད་པ་གཞུང་དོན་རབ་གསལ་སྣང་བ།
,,,"W1KG12289 བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་འགྲེལ་པ་ལེགས་པར་བཤད་པའི་རྒྱ་མཚོ། "
,,,W3CN3408_0604 སྤྱོད་འཇུག་ཤེར་ལེའི་རྒྱ་ཆེར་འགྲེལ་མཆན་སྙིང་པོའི་དོན་གསལ་ཉིན་བྱེད་ཆེན་པོ་ཞེས་བྱ་བ།
,,,"W1KG15938 བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ། "
,,,W23702_3433 བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་འགྲེལ་བ་ཚིག་དོན་གསལ་བ།
,,,W00KG01660_0419 ཚད་མ་རིག་གཏེར་གྱི་འགྲེལ་པའི་རྣམ་བཤད་རིགས་ལམ་གསལ་བའི་ཉི་མ།
,འཛིན་གྲྭ་གཉིས་པའི་བསླབ་གཞི།,,
,,རྩ་བའི་སློབ་ཚན།,
,,,W3CN3390 རིགས་གཏེར་རྩ་བ་དང་རང་འགྲེལ།
,,,W1PD1725_0016 སྡེ་བདུན་མདོ་དང་བཅས་པའི་དགོངས་པ་ཕྱིན་ཅི་མ་ལོག་པར་འགྲེལ་པ་ཚད་མ་རིགས་པའི་གཏེར་གྱི་དོན་གསལ་བར་བྱེད་པ
,,ཡན་ལག་གི་སློབ་ཚན།,
,,,"W1KG4244_0054 ཚད་མ་རྣམ་ངེས། "
,,ཟུར་ལྟའི་ཡིག་ཆ།,
,,,"W19605 སྡེ་བདུན་མདོ་དང་བཅས་པའི་དགོངས་འགྲེལ་ཚད་མ་རིགས་པའི་གཏེར་གྱི་འགྲེལ་པ་རིགས་ལམ་རབ་གསལ། "
,,,"W11249_0049 ཚད་མ་རིགས་པའི་གཏེར་གྱི་དཀའ་བའི་གནས་རྣམ་པར་བཤད་པ་སྡེ་བདུན་རབ་གསལ། "
,,,"W1KG12544 ཚད་མ་རིགས་པའི་གཏེར་གྱི་དགོངས་དོན་གསལ་བར་བྱེད་པའི་ལེགས་བཤད་ངག་གི་དཔལ་སྟེར། "
,,,"W23200_0081 ཚད་མ་རིགས་པའི་གཏེར་གྱི་དགོངས་རྒྱན་ལུང་དང་རིགས་པའི་འཁོར་ལོས་ལུགས་ངན་ཕམ་བྱེད་ཅེས་པའམ། མིང་གཞན་རྟོག་གེའི་འཁྲུལ་འཇོམས་ཆེན་མོ་པོད་དང་པོ། "
,,,"W1KG8899_0026 ཚད་མ་རིགས་པའི་གཏེར་གྱི་དགོངསཚད་མ་རིགས་པའི་གཏེར་གྱི་དེ་ཁོ་ན་ཉིད་གསལ་བར་བྱེད་པ་རིགས་པའི་འོད་སྟོང་འཕྲོ་བ། "
,,,"W23637_0003 ཚད་མ་རིགས་པའི་གཏེར་གྱི་རྣམ་བཤད་ཉི་མའི་སྙིང་པོ། "
