,,,,"W1KG14500(87,171,11,11) ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་ལས་སྐབས་དང་པོའི་རྣམ་བཤད་ཚིག་དོན་དཀའ་གནད་རབ་གསལ་ལས་སེམས་དཔའི་སྤྱོད་པའི་དབུ་ནས་སྐབས་དང་པའི་མཇུག་རྫོགས་བར།"
,,,ཟུར་ཁྲིད།,
,,,,སྲིད་པའི་སྒྲོན་མེ་རྒྱལ་བའི་བཀའ་དང་རྟེན་འགྱུར་གྱི་རྣམ་བཤད་ཤུང་འདུས་རབ་གསལ་ཉི་འོད།
,,,རིག་གནས།,
,,,,"W1KG14500(452,484,4,4) ཚེ་རབས་ལས་རྩིས།"
,,,,"W1KG14500(485,487,4,4) ཀེག་རྩིས།"
,,,,"W1KG14500(540,550,4,4) རྒྱ་ནག་ལྡིང་སྐོར།"
,,,,
,ལོ་རིམ་དྲུག་པ། ཕར་ཕྱིན།,,,
,,ཟླ་དྲུག་སྔ་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,"W1KG14500(175,267,11,11) ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་ལས་སྐབས་གཉིས་པའི་རྣམ་བཤད་ཚིག་དོན་དཀའ་གནད་རབ་གསལ་ཆ་ཚང་།"
,,,ཟུར་ཁྲིད།,
,,,,"W1KG14500(268,334,11,11) ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་ལས་སྐབས་གསུམ་པའི་རྣམ་བཤད་ཚིག་དོན་དཀའ་གནད་རབ་གསལ་ཆ་ཚང་།"
,,,,"W1KG14500(335,428,11,11) ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་ལས་སྐབས་བཞི་བའི་རྣམ་བཤད་ཚིག་དོན་དཀའ་གནད་རབ་གསལ་ཆ་ཚང་།"
,,,རིག་གནས།,
,,,,"W1KG14500(502,524,4,4) གཙུག་ལས་རྩིས་ཀྱི་རིག་པ་སྣང་སྲིད་མེ་ལོང་ལས་བག་རྩིས་དང་།"
,,,,"W1KG14500(540,550,4,4) གཙུག་ལས་རྩིས་ཀྱི་རིག་པ་སྣང་སྲིད་མེ་ལོང་ལས་ནག་རྩིས།"
,,,,"W1KG14500(551,566,4,4) གཙུག་ལས་རྩིས་ཀྱི་རིག་པ་སྣང་སྲིད་མེ་ལོང་ལས་གཤིན་རྩིས།"
,,,,
,,ཟླ་དྲུག་ཕྱི་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,"W1KG14500(335,428,11,11) ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་ལས་སྐབས་བཞི་བའི་རྣམ་བཤད་ཚིག་དོན་དཀའ་གནད་རབ་གསལ་ཆ་ཚང་།"
,,,ཟུར་ཁྲིད།,
,,,,གང་ཟག་ཉི་ཤུ།
,,,,"W1KG14500(455,548,11,11) ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་ལས་སྐབས་དྲུག་པའི་རྣམ་བཤད་ཚིག་དོན་དཀའ་གནད་རབ་གསལ་ཆ་ཚང་།"
,,,,"W1KG14500(549,578,11,11) ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་ལས་སྐབས་བདུན་པའི་རྣམ་བཤད་ཚིག་དོན་དཀའ་གནད་རབ་གསལ་ཆ་ཚང་།"
,,,,"W1KG14500(579,608,11,11) ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་ལས་སྐབས་བརྒྱད་པའི་རྣམ་བཤད་ཚིག་དོན་དཀའ་གནད་རབ་གསལ་ཆ་ཚང་།"
,,,རིག་གནས།,
,,,,"W1KG14500(572,638,4,4) འབྲས་རྩིས་བདེན་དོན་སྙིང་བོ་ཆ་ཚང་།"
,,,,
,ལོ་རིམ་བདུན་པ། དབུ་མ།,,,
,,ཟླ་དྲུག་སྔ་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,"W1KG14500(311,380,8,8) ཐེག་པ་ཆེན་པོ་དབུ་མ་བདེན་གཉིས་ཀྱི་འགྲེལ་བ།"
,,,,"W1KG14500(37,236,10,10) ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་ཁམས་བརྒྱད་བསྡུད་པའི་དོན་གསལ་བར་བྱེད་པའི་འགྲེལ་བ་ལས་སོ་སོར་གསལ་བའི་ཁམས་ཆ་ཚང་།"
,,,ཟུར་ཁྲིད།,
,,,,"W1KG14500(87,180,10,10) ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་ཁམས་བརྒྱད་བསྡུད་པའི་དོན་གསལ་བར་བྱེད་པའི་འགྲེལ་བ་ལས་ཁམས་སྔ་མ་བཞི།"
,,,རིག་གནས།,
,,,,རྩིས་གཞུང་བསྡུས་བ་ཡིད་བཞིན་དབང་རྒྱལ།
,,ཟླ་དྲུག་ཕྱི་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,"W1KG14500(49,62,9,9) བྱམས་མ་འབུམ་ལྔ།"
,,,,"W1KG14500(278,309,8,8) ཐེག་པ་ཆེན་པོ་དབུ་མའི་རང་འགྲེལ་གསལ་བྱེད་སྒྲོན་མེ་ལེགས་པར་བཤད་པ་ཆ་ཚང་།"
,,,ཟུར་ཁྲིད།,
,,,,"W1KG14500(165,236,10,10) ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་ཁམས་བརྒྱད་བསྡུད་པའི་དོན་གསལ་བར་བྱེད་པའི་འགྲེལ་བ་ལས་ཁམས་ཕྱི་མ་བཞི།"
,,,རིག་གནས།,
,,,,ཞང་ཞུང་སྨར་ཆེ་ཆུང་གི་བྲིས་གཟུགས།
,,,,
,ལོ་རིམ་བརྒྱད་པ། མཛོད།,,,
,,ཟླ་དྲུག་སྔ་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,"W1KG14500(371,526,12,12) སྲིད་པའི་མཛོད་ཕུགས་ཀྱི་འགྲེལ་བ་འཕྲུལ་གྱི་སྒྲོན་མེའི་དབུ་ནས་མཛོད་གནས་དགུ་བ་བར།"
,,,ཟུར་ཁྲིད།,
,,,,འཇིག་རྟེན་སྣོད་བཅུད་ཀྱི་འགྲེལ་བ་གསལ་བའི་སྒྲོན་མེ་སྣང་སྲིད་གསལ་བར་བྱེད་པའི་ལྡེ་མིག
,,,,སྲིད་པའི་མཛོད་ཕུགས་ཀྱི་དེ་ཁོ་ན་ཉིད་གཏན་ལ་དབབ་པའི་འགྲེལ་བའི་དབུ་ནས་མཛོད་གནས་དྲུག་པའི་བར།
,,,རིག་གནས།,
,,,,"W1KG14500(139,143,4,4) བཟོ་རིག་གསལ་བའི་རྒྱན་ལས་མཆོད་རྟེན་ཐིག་རྩ། "
,,,,"W1KG13781(55,109) རྒྱལ་བའི་སྐུ་བརྙན་དང་མཆོད་རྟེན་གྱི་གཟུངས་གཞུག་འབུལ་བའི་ལག་ལེན།"
,,ཟླ་དྲུག་ཕྱི་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,"W1KG14500(527,659,12,12) སྲིད་པའི་མཛོད་ཕུགས་ཀྱི་འགྲེལ་བ་འཕྲུལ་གྱི་སྒྲོན་མེའི་མཛོད་གནས་བཅུ་བ་ནས་མཇུག་བར།"
,,,ཟུར་ཁྲིད།,
,,,,སྲིད་པའི་མཛོད་ཕུགས་ཀྱི་དེ་ཁོ་ན་ཉིད་གཏན་ལ་དབབ་པའི་འགྲེལ་བའི་མཛོད་གནས་བདུན་ནས་མཇུག་བར།
,,,,བདེན་པའི་མཛོད་ཕུགས་རྣམ་པར་འབྱེད་པའི་ལྡེ་མིག
,,,རིག་གནས།,
,,,,"W1KG14500(8,28,4,4) མཚན་མ་རྡུལ་མཚོན་ཐིག་ཚོན་གསལ་བྱེད་འཕྲུལ་གྱི་མེ་ལོང་ཆ་ཚང་།"
,,,,
,ལོ་རིམ་དགུ་བ། འདུལ་བ།,,,
,,ཟླ་དྲུག་སྔ་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,"W1KG14500(357,394,13,13) རྣམ་དག་འདུལ་བའི་རྣམ་བཤད་ནོར་བུའི་འཕྲེང་བ། "
,,,,"W1KG14500(215,264,13,13) བསྟན་པའི་སྲོག་ཤིང་འདུལ་བའི་བསླབ་བྱ་གསལ་བར་བྱེད་པའི་འགྲེལ་བ་འཕྲུལ་གྱི་སྒྲོན་མེའི་དབུ་ནས་སྤྱོད་ཚུལ་གྱི་རྗེས་སྲུང་བར།"
,,,ཟུར་ཁྲིད།,
,,,,"W1KG14500(129,178,13,13) འདུལ་བ་མདོར་བསྡུས་ཀྱི་འགྲེལ་བ།"
,,,,"W23434(3,134,12,12) དྲི་མེད་གཟི་བརྗིད་ལས་གཤེན་གྱི་སྲུང་ཁྲིམས་རྣམ་པར་དག་པའི་མདོ།"
,,,,"W23434(135,367,12,12) གཤེན་གྱི་སྲུང་ཁྲིམས་ཡན་ལག་གི་མདོ།"
,,,,
,,,རིག་གནས།,
,,,,"W1KG14500(3,17,5,5) གསོ་རིག་རྩ་བ་ཐུགས་འབུམ་མཁའ་སྔོན།"
,,,,
,,ཟླ་དྲུག་ཕྱི་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,"W1KG14500(264,338,13,13) བསྟན་པའི་སྲོག་ཤིང་འདུལ་བའི་བསླབ་བྱ་གསལ་བར་བྱེད་པའི་འགྲེལ་བ་འཕྲུལ་གྱི་སྒྲོན་མེའི་སྤྱོད་ཚུལ་གྱི་རྗེས་སྲུང་ནས་མཇུག་བར།"
,,,ཟུར་ཁྲིད།,
,,,,"W21872 (3,680,3,3) འདུལ་བ་རྒྱུད་དྲུག"
,,,,
,ལོ་རིམ་བཅུ་བ། གསང་སྔགས།,,,
,,ཟླ་དྲུག་སྔ་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,བོན་སྤྱོད་དགུ་རིམ།
,,,,"W2CZ7988(495,529,11,11) ཨ་ཁྲིད་སྔོན་འགྲོ་བསགས་སྦྱངས།"
,,,,ཨ་ཁྲིད་སེམས་གཏད་འཕོ་བ།
,,,,"W8LS16780(17,153) ཐེག་པའི་རིམ་པ་མངོན་དུ་བཤད་པའི་མདོ་རྒྱུད་ཀྱི་འགྲེལ་བ་ལས་སྔགས་ཐེག"
,,,ཟུར་ཁྲིད།,
,,,,"W1KG6139(231,308) ཀུན་འདུས་རིན་རྩ་རྒྱུད་ཀྱི་འགྲེལ་བ་ཉི་ཟེར་དྲྭ་བ།"
,,,,"W1KG14500(3,197,17,17) གསང་བ་སྔགས་ཀྱི་རྣམ་པར་བཤད་པའི་མཆན་བཀའ་འགྲེལ་གསལ་བྱེད།"
,,,,"W1KG14500(363,674,14,14) སྡེ་སྣོད་རིན་པོ་ཆེའི་མཛོད་ལས་འབྲས་བུ་གསང་སྔགས་ཀྱི་ཐེག་པའི་འགྲེལ་བ་གསང་དོན་གསལ་བའི་སྒྲོན་མ།"
,,ཟླ་དྲུག་ཕྱི་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,W1KG14500_2301 གསས་མཁར་རིན་པོ་ཆེ་སྤྱི་སྤུངས་རྩ་རྒྱུད་ཆེན་མོ་གསང་བ་བསེན་ཐུབ་ཀྱི་དེ་ཁོ་ན་ཉིད་འདུས་པ་རྒྱུད་ཀྱི་འགྲེལ་བ་རིན་པོ་ཆེ་ཡིད་བཞིན་བཀོད་པའི་རྒྱན་གྱི་དབུ་ནས་གསུམ་པ་ཡན་ལག་རྒྱས་བཤད་ཞེས་བའི་བར།
,,,ཟུར་ཁྲིད།,
,,,,"W1KG14500(611,619,16,16) གསང་བའི་དམ་ཚིག་གི་རྣམ་དབྱེ་གསལ་བ་འོད་ཀྱི་རྒྱན་ཁྲོ་བོ་སྐུ་གསུང་ཐུགས་ཀྱི་འགྲེལ་བ།"
,,,,"W1KG14500(375,609,16,16) གསང་སྔགས་ཐེག་པ་ཆེན་པོའི་ཚིག་དོན་རྣམ་པར་འབྱེད་པའི་དོན་འགྲེལ་འཕྲུལ་གྱི་ལྡེ་མིག་གི་དགོངས་དོན་རགས་རིམ་ཙམ་གཏན་ལ་འབེབས་པར་བྱེད་པའི་འགྲེལ་བ་ཐར་ལམ་གསལ་བའི་སྒྲོན་མེ། "
,,,,W2CZ7988_0220 གསང་སྔགས་བསྙེན་བསྒྲུབ་ལས་གསུམ་རྣམ་པར་འབྱེད་པ་ལྷ་གཉེན་ཤེལ་སྒོང་།
,ལོ་རིམ་བཅུ་གཅིག་པ། རྫོགས་ཆེན།,,,
,,ཟླ་དྲུག་སྔ་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,W1KG14500_2301 གསས་མཁར་རིན་པོ་ཆེ་སྤྱི་སྤུངས་རྩ་རྒྱུད་གསང་བ་བསེན་ཐུབ་ཀྱི་དེ་ཁོ་ན་ཉིད་འདུས་བའི་རྒྱུད་ཀྱི་འགྲེལ་བ་རིན་པོ་ཆེ་ཡིད་བཞིན་བཀོད་པའི་རྒྱན་ལས་ཡན་ལག་རྒྱས་བཤད་ལ་ཞེས་པ་ནས་ཆ་ཚང་།
,,,ཟུར་ཁྲིད།,
,,,,"W1KG14500(3,75,16,16) ཁྲོ་བོ་རྒྱུད་དྲུག"
,,ཟླ་དྲུག་ཕྱི་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,"W3MS155(317,347) མ་རྒྱུད་སངས་རྒྱས་རྒྱུད་གསུམ་ལས་ཐབས་དྲུག་ལམ་ཁྱེར་དང་ཐར་སྨིན་གྲོལ་གསུམ་བཅས།"
,,,ཟུར་ཁྲིད།,
,,,,"W21872(5,76,15,151) དབལ་གསས་ཏིང་མུར་གཡུ་རྩེའི་འགྲེལ་བ།"
,,,,
,ལོ་རིམ་བཅུ་གཉིས་པ། རྫོགས་ཆེན།,,,
,,ཟླ་དྲུག་སྔ་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,"W8LS16780(17,54) ཐེག་འགྲེལ་མེ་ལོང་དགུ་སྐོར་ལས་རྫོགས་ཆེན་སྐོར་དང་།"
,,,,"W1KG14500(139,222,19,19) གལ་མདོ་ངེས་བའི་གཏན་ཚིགས་དྲི་མེད་གསལ་སྒྲོན་ལས་རྫོགས་ཆེན་སྐོར།"
,,,ཟུར་ཁྲིད།,
,,,,"W1KG14500(15,23,19,19) ཇི་བཞིན་ཉིད་ཀྱི་སྐྱེ་མཆེད་རྩོད་སྤོང་སྨྲ་བའི་སེང་གེ"
,,,,"W1KG14500(3,375,25,25) སྤྱི་རྒྱུད་ཆེན་པོ་ནམ་མཁའ་དཀར་པོ་ཡེ་ཁྲི་མཐའ་སེལ་གྱི་རྒྱུད།"
,,,,སེམས་སྨད་སྡེ་དགུ
,,"ཟླ་དྲུག་ཕྱི་མ། ",,
,,,གཞུང་ཁྲིད།,
,,,,"W1KG14500(483,596,19,19) རྫོགས་པ་ཆེན་པོ་སྙན་རྒྱུད་རིན་པོ་ཆེ་ནམ་མཁའ་འཕྲུལ་གྱི་མཛོད་ཆེན་གྱི་འགྲེལ་བ།"
,,,,"W1KG14500(81,138,19,19) གཏན་ཚིགས་གལ་མདོ་ཚད་མ།"
,,,ཟུར་ཁྲིད།,
,,,,"W1KG14500(59,80,19,19) གཏན་ཚིགས་ངེས་པའི་གལ་མདོ་ཏན་ཏྲ་ཉི་མའི་འཁོར་ལོ།"
,,,,"W1KG14500(227,490,22,22) བྱང་སེམས་གབ་པ་དགུ་སྐོར་གྱི་དགོངས་པ་བཀྲོལ་བའི་འགྲེལ་བཞི་རིག་པའི་རྒྱ་མཚོ།"
,,,,"W1KG14500(501,742,22,22) བྱང་སེམས་གབ་པའི་འགྲེལ་བ་གསལ་བྱེད་ཉི་མའི་དཀྱིལ་འཁོར།"
,,,,
,ལོ་རིམ་བཅུ་གསུམ་པ། རྫོགས་ཆེན།,,,
,,ཟླ་དྲུག་སྔ་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,"W1KG6139(325,426) ཉམས་རྒྱུད་རྒྱལ་བའི་ཕྱག་ཁྲིད་དང་།"
,,,,"W1KG14500(4,88,24,24) རྫོགས་པ་ཆེན་པོ་ཞང་ཞུང་སྙན་རྒྱུད་ཀྱི་བརྒྱུད་པའི་བླ་མའི་རྣམ་ཐར་ཆ་ཚང་།"
,,,ཟུར་ཁྲིད།,
,,,,རྫོགས་པ་ཆེན་པོ་ཞང་ཞུང་སྙན་བརྒྱུད་ཉམས་རྒྱུད་འབྲིང་བོ་སོར་བཞག
,,,,"W2CZ7988(3,582,1,1) ཤར་རྫ་བཀྲ་ཤིས་རྒྱལ་མཚན་གྱི་དབྱིངས་རིག་མཛོད།"
,,,,
,,ཟླ་དྲུག་ཕྱི་མ།,,
,,,གཞུང་ཁྲིད།,
,,,,"W21872(5‚358,171,171) སྙན་བརྒྱུད་བཀའ་རྒྱུད་སྐོར་བཞི་ཆ་ཚང་།"
,,,ཟུར་ཁྲིད།,
